year,month,day,ai_written
2012,4,7,0.9484536051750184
2012,4,9,1.0549999475479126
2012,4,3,1.0
2012,4,26,1.0979020595550537
2012,4,1,0.7965116500854492
2012,4,2,1.100000023841858
2012,4,27,0.952662706375122
2012,4,9,0.9572192430496216
2012,4,20,0.9886363744735718
2012,4,2,1.021857976913452
2012,4,26,0.9470587968826294
2012,4,19,1.1574803590774536
2012,4,20,1.0297871828079224
2012,4,10,1.005050539970398
2012,4,9,1.0985915660858154
2012,4,15,0.9585798978805542
2012,4,14,0.9100528955459596
2012,4,24,1.0492957830429075
2012,4,1,0.9527027010917664
2012,4,16,1.077319622039795
2012,4,9,1.0108696222305298
2012,4,6,0.9788359999656676
2012,4,26,0.9470587968826294
2012,4,2,0.9265305995941162
2012,5,2,1.005128264427185
2012,5,14,1.1571428775787354
2012,5,10,1.067415714263916
2012,5,25,1.0161290168762207
2012,5,17,1.049180269241333
2012,5,28,1.021276593208313
2012,5,8,1.182692289352417
2012,5,25,0.9327731132507324
2012,5,15,1.2519084215164185
2012,5,9,1.2000000476837158
2012,5,30,0.9534883499145508
2012,5,18,1.108433723449707
2012,5,1,0.971098244190216
2012,5,21,0.9171597361564636
2012,5,28,0.8440366983413696
2012,5,28,1.0738916397094729
2012,5,9,1.1060606241226196
2012,5,15,0.9523809552192688
2012,5,18,1.1459459066390991
2012,5,30,0.8684210777282715
2012,5,21,1.0
2012,5,30,1.0413223505020142
2012,5,1,1.0617283582687378
2012,5,2,0.891566276550293
2012,5,28,1.1315789222717283
2012,6,22,1.0550458431243896
2012,6,21,0.9939758777618408
2012,6,13,1.0
2012,6,19,0.9470587968826294
2012,6,27,0.8732394576072693
2012,6,16,1.0904523134231567
2012,6,12,1.0394089221954346
2012,6,11,0.9026548862457277
2012,6,24,1.0230768918991089
2012,6,28,0.9938650131225586
2012,6,11,1.0647481679916382
2012,6,17,0.9545454382896424
2012,6,11,1.1720930337905884
2012,6,25,1.0
2012,6,7,1.0819672346115112
2012,6,5,1.1122448444366455
2012,6,25,0.944915235042572
2012,6,27,0.93478262424469
2012,7,27,0.9865771532058716
2012,7,24,1.1062802076339722
2012,7,6,0.9622641801834106
2012,7,26,1.026737928390503
2012,7,19,0.9855072498321532
2012,7,2,1.0722222328186035
2012,7,24,1.059259295463562
2012,7,6,0.969072163105011
2012,7,19,1.047619104385376
2012,8,7,1.0
2012,8,6,1.0445544719696045
2012,8,2,0.88165682554245
2012,8,17,0.8692307472229004
2012,8,27,1.2711111307144165
2012,8,23,0.9118942618370056
2012,8,7,0.930232584476471
2012,8,6,0.9515151381492616
2012,8,16,0.9609375
2012,8,31,1.0485436916351318
2012,8,9,1.0790960788726809
2012,8,31,1.0
2012,8,2,1.034883737564087
2012,8,15,1.0358974933624268
2012,8,2,0.9570552110671996
2012,9,28,0.9726027250289916
2012,9,24,0.8614457845687866
2012,9,27,1.0773481130599976
2012,9,25,0.9627906680107116
2012,9,12,0.9014084339141846
2012,9,30,1.1490683555603027
2012,9,8,1.0418847799301147
2012,9,27,1.0
2012,9,15,1.0209205150604248
2012,9,10,1.3854166269302368
2012,9,6,0.9644970297813416
2012,9,26,1.0666667222976685
2012,9,10,0.9958506226539612
2012,9,21,0.9352940917015076
2012,9,24,1.021276593208313
2012,9,15,1.020942449569702
2012,9,28,0.9864864945411682
2012,9,17,0.9644268751144408
2012,9,18,1.015625
2012,9,29,0.9545454382896424
2012,9,30,1.23308265209198
2012,9,8,0.9935483932495116
2012,9,19,1.005319118499756
2012,9,27,0.8344370722770691
2012,9,10,1.0059523582458496
2012,9,19,0.961240291595459
2012,9,18,0.9931507110595704
2012,9,14,0.994413435459137
2012,9,19,0.9583333134651184
2012,9,18,0.9548022747039796
2012,9,12,1.0335570573806765
2012,9,19,1.0277777910232544
2012,9,14,0.907801389694214
2012,9,21,0.946308732032776
2012,9,17,0.939849615097046
2012,9,6,1.0402684211730957
2012,9,28,0.9591836929321288
2012,9,30,0.9243243336677552
2012,9,18,1.0915032625198364
2012,9,11,0.9861111044883728
2012,9,11,0.9476743936538696
2012,9,19,0.7941176295280457
2012,9,5,0.9813664555549622
2012,9,13,1.056179761886597
2012,9,26,0.9927007555961608
2012,9,15,0.9444444179534912
2012,9,19,1.005917191505432
2012,9,20,0.9476439952850342
2012,9,18,0.945945918560028
2012,9,24,0.967105269432068
2012,9,13,1.0564972162246704
2012,9,17,1.0866141319274902
2012,9,29,0.9506173133850098
2012,9,27,1.0213903188705444
2012,9,15,1.0336134433746338
2012,9,26,0.9276315569877625
2012,9,12,1.0604395866394043
2012,9,19,0.9567901492118835
2012,10,6,1.0391061305999756
2012,10,23,0.9126983880996704
2012,10,13,0.953125
2012,10,12,0.9506173133850098
2012,10,4,1.1081081628799438
2012,10,23,1.0
2012,10,21,0.9612902998924256
2012,10,26,0.9333333373069764
2012,10,1,0.9938650131225586
2012,10,25,0.97972971200943
2012,10,7,1.1132075786590576
2012,10,4,1.0128204822540283
2012,10,30,1.020100474357605
2012,10,26,0.9457364082336426
2012,10,29,1.0935672521591189
2012,10,12,1.0108696222305298
2012,10,29,1.0153846740722656
2012,10,30,1.026178002357483
2012,10,27,0.9451219439506532
2012,10,25,1.0129870176315308
2012,10,17,1.04347825050354
2012,10,26,1.0687023401260376
2012,10,27,0.9185185432434082
2012,10,25,0.91304349899292
2012,10,20,0.9581395387649536
2012,10,24,1.0
2012,10,14,0.9305555820465088
2012,10,25,0.9863945841789246
2012,10,14,1.0877193212509155
2012,10,8,1.0648648738861084
2012,10,31,0.9319371581077576
2012,10,25,0.9926470518112184
2012,10,23,1.111801266670227
2012,10,15,1.050847411155701
2012,10,1,1.065868258476257
2012,10,4,1.0
2012,10,25,0.9455445408821106
2012,10,19,1.1439393758773804
2012,10,19,1.1075268983840942
2012,10,28,1.0223463773727417
2012,10,18,0.936170220375061
2012,10,31,1.4938775300979614
2012,10,3,0.9939393997192384
2012,10,2,0.9931034445762634
2012,10,2,0.8962264060974121
2012,10,26,0.9108280539512634
2012,10,9,1.051094889640808
2012,10,31,1.4065040349960327
2012,10,29,1.0
2012,10,29,0.9527027010917664
2012,10,26,1.1317073106765747
2012,10,8,0.9181034564971924
2012,10,2,1.033783793449402
2012,10,28,1.0064102411270142
2012,10,4,0.8909090757369995
2012,10,18,1.045161247253418
2012,10,29,1.0147058963775637
2012,10,25,1.1283422708511353
2012,10,22,1.2882882356643677
2012,10,24,1.0820895433425903
2012,10,13,0.9448275566101074
2012,10,13,0.9440559148788452
2012,10,23,0.7941176295280457
2012,10,3,1.0700637102127075
2012,10,27,1.0983606576919556
2012,10,6,0.917241394519806
2012,10,19,1.076923131942749
2012,10,19,1.09944748878479
2012,10,22,0.9021739363670348
2012,10,4,0.9802955389022828
2012,10,31,1.4612244367599487
2012,10,24,0.9893617033958436
2012,10,22,1.0059880018234253
2012,10,15,0.9791666865348816
2012,10,26,0.9595375657081604
2012,10,26,0.9490445852279664
2012,10,25,1.0669455528259275
2012,10,9,1.0512820482254028
2012,10,16,1.0362318754196167
2012,10,21,1.042553186416626
2012,10,11,1.0
2012,10,4,0.9656862616539
2012,10,29,0.9441340565681458
2012,10,15,0.8999999761581421
2012,10,27,1.012295126914978
2012,10,23,1.0
2012,10,23,0.9313725233078004
2012,10,31,1.0125786066055298
2012,10,12,0.9860140085220336
2012,11,21,1.103896141052246
2012,11,1,1.0292397737503052
2012,11,22,0.9785714149475098
2012,11,18,0.979865789413452
2012,11,19,1.2402597665786743
2012,11,14,0.9937106966972352
2012,11,1,1.0387096405029297
2012,11,16,0.9589040875434875
2012,11,9,1.0324324369430542
2012,11,19,0.9448275566101074
2012,11,20,1.0256410837173462
2012,11,17,1.193750023841858
2012,11,29,1.045161247253418
2012,11,29,1.005917191505432
2012,11,29,0.942307710647583
2012,11,13,0.9776119589805604
2012,11,7,0.9942196607589722
2012,11,1,1.0960452556610107
2012,11,17,1.0276497602462769
2012,11,14,1.0671141147613523
2012,11,7,0.9927536249160768
2012,11,2,1.0
2012,11,15,0.966292142868042
2012,11,13,0.9477124214172364
2012,11,14,0.9740259647369384
2012,11,1,0.9090909361839294
2012,11,2,1.0147058963775637
2012,11,26,1.0068964958190918
2012,11,15,0.9548386931419371
2012,11,30,0.875
2012,11,8,0.9802631735801696
2012,11,28,1.0188679695129397
2012,11,6,1.0139859914779663
2012,11,18,1.0534979104995728
2012,11,2,1.0402299165725708
2012,11,24,0.970370352268219
2012,11,28,0.9548386931419371
2012,11,20,0.9880239367485046
2012,11,7,0.958646595478058
2012,11,17,0.9377593398094176
2012,11,1,0.9918699264526368
2012,11,1,0.9329268336296082
2012,11,7,1.0489510297775269
2012,11,3,0.9631578922271729
2012,11,29,0.8815789222717285
2012,11,1,1.0
2012,11,19,1.0564972162246704
2012,11,1,0.9756097793579102
2012,11,5,0.9801324605941772
2012,11,7,1.063380241394043
2012,11,16,1.0060241222381592
2012,11,1,0.9477611780166626
2012,11,18,0.9432623982429504
2012,11,24,1.0848485231399536
2012,11,21,1.0429447889328003
2012,11,22,1.1875
2012,11,19,0.9776785969734192
2012,11,22,0.9615384340286256
2012,11,7,0.962499976158142
2012,11,26,1.049723744392395
2012,11,24,1.1050227880477903
2012,11,27,1.0129032135009766
2012,11,8,1.0153846740722656
2012,11,16,0.884393036365509
2012,11,18,1.079787254333496
2012,11,2,0.9664429426193236
2012,11,22,0.9558823704719543
2012,11,8,1.0656933784484863
2012,11,21,0.9759036302566528
2012,11,15,1.0526316165924072
2012,11,9,1.0140844583511353
2012,11,17,1.0211267471313477
2012,11,4,0.845714271068573
2012,11,10,0.9810426831245422
2012,11,15,0.9622641801834106
2012,11,8,0.97972971200943
2012,11,14,1.048387050628662
2012,11,7,1.0057142972946167
2012,11,15,0.940397322177887
2012,11,16,0.993333339691162
2012,11,17,1.0
2012,11,4,0.9398148059844972
2012,11,9,1.034482717514038
2012,12,14,1.0181818008422852
2012,12,16,0.9587156176567078
2012,12,5,1.0266666412353516
2012,12,1,1.013157844543457
2012,12,7,0.9806201457977296
2012,12,29,0.9594594836235046
2012,12,18,0.943181812763214
2012,12,24,1.0056818723678589
2012,12,14,0.9784172773361206
2012,12,1,1.0649350881576538
2012,12,24,1.0306748151779177
2012,12,21,0.9843137264251708
2012,12,9,0.9865771532058716
2012,12,19,0.9467455744743348
2012,12,10,1.0320513248443604
2012,12,14,0.956204354763031
2012,12,6,1.023391842842102
2012,12,23,1.0710382461547852
2012,12,11,1.0
2012,12,20,0.9035714268684388
2012,12,15,0.989071011543274
2012,12,21,1.019736886024475
2012,12,7,0.9919999837875366
2012,12,1,1.061855673789978
2012,12,22,1.019736886024475
2012,12,15,0.9938650131225586
2012,12,12,0.9650349617004396
2012,12,4,1.1564245223999023
2012,12,14,0.9595375657081604
2012,12,16,1.0274510383605957
2012,12,19,1.149999976158142
2012,12,12,0.9426751732826232
2012,12,11,1.0
2012,12,9,1.0137931108474731
2012,12,16,0.9605262875556946
2012,12,19,1.0460525751113892
2012,12,31,0.9032257795333862
2012,12,17,1.016759753227234
2012,12,6,0.9278350472450256
2012,12,12,0.934272289276123
2012,12,10,1.2413792610168457
2012,12,6,0.9388889074325562
2012,12,21,1.0750000476837158
2012,12,12,1.056962013244629
2012,12,26,1.0901639461517334
2012,12,9,1.0
2012,12,22,1.0465116500854492
2012,12,4,1.0645161867141724
2012,12,18,1.0061728954315186
2012,12,10,1.019736886024475
2012,12,22,1.016759753227234
2012,12,24,1.020689606666565
2012,12,1,1.080291986465454
2012,12,2,1.0319634675979614
2012,12,23,1.021276593208313
2012,12,10,1.0382165908813477
2012,12,15,0.9839357137680054
2012,12,13,0.8888888955116272
2012,12,22,0.930232584476471
2012,12,6,0.9846153855323792
2012,12,14,1.0666667222976685
2012,12,14,1.1612902879714966
2012,12,1,1.0
2012,12,8,1.023668646812439
2012,12,31,1.005494475364685
2012,12,12,0.9454545378684998
2012,12,7,1.0161290168762207
2012,12,14,0.9460784196853638
2012,12,22,1.0040485858917236
2012,12,5,0.9929078221321106
2012,12,22,1.0704225301742554
2012,12,30,1.0076923370361328
2012,12,6,1.0402684211730957
2012,12,27,1.0
2012,12,22,0.9717513918876648
2012,12,29,1.0363636016845703
2012,12,15,1.0
2012,12,8,1.0136054754257202
2012,12,3,0.96875
2012,12,14,0.9230769276618958
2012,12,5,0.92233008146286
2012,12,19,1.0607476234436035
2012,12,13,0.9932432174682616
2012,12,17,1.0566037893295288
2012,12,22,1.0259740352630615
2012,12,7,1.1194030046463013
2013,1,24,0.9581151604652404
2013,1,1,0.943750023841858
2013,1,24,0.9651162624359132
2013,1,16,0.9896907210350036
2013,1,26,0.9815950989723206
2013,1,21,1.0
2013,1,22,0.9268292784690856
2013,1,3,0.9693251252174376
2013,1,30,0.9825581312179564
2013,1,5,0.991416335105896
2013,1,4,0.971098244190216
2013,1,29,0.9939024448394777
2013,1,27,1.0071429014205933
2013,1,12,1.0943396091461182
2013,1,3,1.0360825061798096
2013,1,29,0.9096774458885192
2013,1,16,0.9931034445762634
2013,1,21,1.0047169923782349
2013,1,11,0.9875776171684264
2013,1,29,1.024539828300476
2013,1,29,0.9949748516082764
2013,1,12,1.0428571701049805
2013,1,28,0.9473684430122375
2013,1,7,1.0816326141357422
2013,1,18,1.023391842842102
2013,1,30,1.0198675394058228
2013,1,13,1.0240963697433472
2013,1,31,1.024539828300476
2013,1,8,1.091428518295288
2013,1,5,0.9861111044883728
2013,1,24,1.0057803392410278
2013,1,14,1.0129032135009766
2013,1,26,1.03649640083313
2013,1,12,1.029850721359253
2013,1,19,0.8598726391792297
2013,1,20,1.096969723701477
2013,1,2,1.0462428331375122
2013,1,6,1.0223463773727417
2013,1,30,1.0
2013,1,15,0.9536423683166504
2013,1,10,0.9904305934906006
2013,1,5,1.0317460298538208
2013,1,24,0.8999999761581421
2013,1,2,0.9806201457977296
2013,1,27,1.118811845779419
2013,1,19,1.0777777433395386
2013,1,23,1.0258064270019531
2013,1,28,1.0617283582687378
2013,1,16,1.0693641901016235
2013,1,18,1.032894730567932
2013,1,8,0.9867549538612366
2013,1,11,1.078787922859192
2013,1,31,1.0354609489440918
2013,1,29,1.0925925970077517
2013,1,5,0.9607843160629272
2013,1,17,0.9869281053543092
2013,1,29,1.087591290473938
2013,1,28,1.011494278907776
2013,1,16,0.8992537260055542
2013,1,29,0.9860140085220336
2013,1,4,0.9698795080184937
2013,1,29,0.9935897588729858
2013,1,18,1.0057142972946167
2013,1,5,0.9583333134651184
2013,1,15,1.024539828300476
2013,1,13,0.9923076629638672
2013,1,15,0.9847328066825868
2013,1,2,0.9397590160369872
2013,1,8,1.0193548202514648
2013,1,28,0.9411764740943908
2013,1,12,1.0062111616134644
2013,1,3,1.068493127822876
2013,1,17,1.0992366075515747
2013,1,9,0.919753074645996
2013,1,3,1.0390625
2013,1,4,1.0134228467941284
2013,1,30,1.0
2013,1,22,1.007575750350952
2013,1,2,0.9257143139839172
2013,1,15,0.9692307710647584
2013,1,5,1.0
2013,1,2,0.9709302186965942
2013,1,17,0.9794520735740662
2013,1,16,0.9248554706573486
2013,1,29,0.9382022619247437
2013,1,12,0.9931034445762634
2013,1,16,1.067039132118225
2013,1,21,1.024539828300476
2013,1,25,0.948051929473877
2013,1,18,0.9879999756813048
2013,1,19,1.024539828300476
2013,1,24,0.992424249649048
2013,1,30,0.9756097793579102
2013,1,26,1.0529801845550537
2013,1,9,0.9794520735740662
2013,1,18,1.0675675868988037
2013,1,18,0.9843137264251708
2013,1,20,0.9834710955619812
2013,1,18,0.959999978542328
2013,1,11,0.9570552110671996
2013,1,29,1.0
2013,1,2,0.954285740852356
2013,1,10,1.0242424011230469
2013,1,17,1.0365853309631348
2013,1,30,1.0135135650634766
2013,1,15,1.0977011919021606
2013,1,28,0.966216206550598
2013,1,19,1.04347825050354
2013,2,2,1.0580644607543943
2013,2,23,1.0272108316421509
2013,2,20,1.137566089630127
2013,2,20,1.0160000324249268
2013,2,19,1.033707857131958
2013,2,15,1.0384615659713743
2013,2,11,1.0279070138931274
2013,2,5,0.9932885766029358
2013,2,19,0.9857142567634584
2013,2,21,0.8543307185173035
2013,2,9,1.0230768918991089
2013,2,21,1.0240963697433472
2013,2,7,1.0240963697433472
2013,2,16,0.9435483813285828
2013,2,21,1.0128204822540283
2013,2,7,0.956204354763031
2013,2,2,0.9929577708244324
2013,2,18,1.0067567825317385
2013,2,20,1.1470588445663452
2013,2,4,1.0794979333877563
2013,2,7,0.980487823486328
2013,2,21,0.9716312289237976
2013,2,6,1.1363636255264282
2013,2,22,1.2397260665893557
2013,2,25,0.9927536249160768
2013,2,6,0.9271523356437684
2013,2,11,0.9880239367485046
2013,2,23,1.04054057598114
2013,2,27,1.0068492889404297
2013,2,26,1.0147058963775637
2013,2,6,1.0
2013,2,22,1.0081632137298584
2013,2,4,0.96815288066864
2013,2,4,0.9880239367485046
2013,2,21,1.0232558250427246
2013,2,26,0.9617834687232972
2013,2,9,0.9795918464660645
2013,2,15,1.042553186416626
2013,2,26,0.972332000732422
2013,2,6,1.0115606784820557
2013,2,20,0.9829545617103576
2013,2,4,1.0125786066055298
2013,2,27,1.0748299360275269
2013,2,17,0.915343940258026
2013,2,13,0.9399999976158142
2013,2,27,0.9337349534034728
2013,2,27,1.0625
2013,2,3,1.0520833730697632
2013,2,28,1.0559440851211548
2013,2,15,0.9861111044883728
2013,2,4,0.9668508172035216
2013,2,13,1.046153903007507
2013,2,13,1.0439560413360596
2013,2,4,1.0057470798492432
2013,2,26,1.0150375366210938
2013,2,13,1.0136054754257202
2013,2,11,1.1689497232437134
2013,2,19,1.006802678108215
2013,2,23,0.911764681339264
2013,2,1,0.9929078221321106
2013,2,16,0.9587628841400146
2013,2,27,1.1179487705230713
2013,2,12,1.0723403692245483
2013,2,1,1.0791367292404177
2013,2,2,1.033783793449402
2013,2,24,0.9936708807945251
2013,2,4,0.9696969985961914
2013,2,15,0.9850746393203736
2013,2,26,0.886904776096344
2013,2,14,0.9828571677207948
2013,2,20,0.9534883499145508
2013,2,25,1.088050365447998
2013,2,22,1.0220588445663452
2013,2,19,1.0
2013,2,24,0.9414414167404176
2013,2,24,1.003999948501587
2013,2,27,0.9724137783050536
2013,2,15,1.108433723449707
2013,2,21,0.947580635547638
2013,2,7,0.9757575988769532
2013,2,25,0.925000011920929
2013,2,9,0.975000023841858
2013,2,20,1.0
2013,2,18,0.9714285731315612
2013,2,20,1.00632905960083
2013,2,6,0.9580838084220886
2013,2,14,0.9739583134651184
2013,2,4,1.0240963697433472
2013,2,25,1.0132449865341189
2013,2,9,1.0642857551574707
2013,2,9,0.995192289352417
2013,2,26,0.9182389974594116
2013,2,24,1.080645203590393
2013,2,5,0.9863013625144958
2013,2,13,0.9597315192222596
2013,2,22,1.0223881006240845
2013,2,27,0.9530516266822816
2013,3,12,0.9568345546722412
2013,3,6,1.3561643362045288
2013,3,6,0.9863945841789246
2013,3,15,1.0268816947937012
2013,3,23,1.0243902206420898
2013,3,19,0.9863013625144958
2013,3,12,1.006250023841858
2013,3,5,0.9485714435577391
2013,3,18,1.023668646812439
2013,3,6,1.0240963697433472
2013,3,5,1.097402572631836
2013,3,11,1.0800000429153442
2013,3,7,1.1448276042938232
2013,3,14,0.9548022747039796
2013,3,1,1.029411792755127
2013,3,7,0.9280303120613098
2013,3,22,1.034090876579285
2013,3,12,0.854651153087616
2013,3,8,1.038673996925354
2013,3,2,1.1083333492279053
2013,3,9,1.0303030014038086
2013,3,15,1.084269642829895
2013,3,7,1.0326087474822998
2013,3,5,1.1377551555633545
2013,3,1,0.9337748289108276
2013,3,20,1.021897792816162
2013,3,8,0.978723406791687
2013,3,19,0.9726027250289916
2013,3,5,1.1055046319961548
2013,3,15,1.0830039978027344
2013,3,4,1.3058823347091677
2013,3,5,1.0362318754196167
2013,3,2,0.9836734533309937
2013,3,8,1.0456432104110718
2013,3,12,0.9881656765937804
2013,3,12,1.0
2013,3,19,1.0349650382995603
2013,3,7,1.0698925256729126
2013,3,10,0.9841269850730896
2013,3,4,1.0
2013,3,8,1.0240963697433472
2013,3,15,1.0499999523162842
2013,3,11,0.95686274766922
2013,3,19,0.993749976158142
2013,3,12,1.0950000286102295
2013,3,20,0.914893627166748
2013,3,6,1.0606060028076172
2013,3,16,0.9794520735740662
2013,3,15,0.993630588054657
2013,3,10,0.8333333134651184
2013,3,2,0.9751552939414978
2013,3,12,0.9696969985961914
2013,3,5,0.9580838084220886
2013,3,4,1.1223021745681765
2013,3,17,1.0050251483917236
2013,3,4,0.9295774698257446
2013,3,19,1.090909123420715
2013,3,15,1.047619104385376
2013,3,7,1.0399999618530271
2013,3,2,1.0275862216949463
2013,3,11,0.9914893507957458
2013,3,16,1.0184049606323242
2013,3,19,0.9305555820465088
2013,3,14,0.949999988079071
2013,3,16,1.073298454284668
2013,3,19,1.081395387649536
2013,3,19,0.9927536249160768
2013,3,19,0.9534883499145508
2013,3,3,0.8473684191703796
2013,3,29,0.9924812316894532
2013,3,14,1.0240963697433472
2013,3,25,1.0596330165863037
2013,3,17,1.3954802751541138
2013,3,13,0.9624413251876832
2013,3,21,0.9927536249160768
2013,3,7,0.8461538553237915
2013,3,23,1.0235294103622437
2013,3,19,0.959302306175232
2013,3,7,1.0399999618530271
2013,3,2,0.9818181991577148
2013,3,9,1.0240963697433472
2013,3,7,0.9087591171264648
2013,3,1,1.0362318754196167
2013,3,9,1.014492750167847
2013,3,4,1.0555555820465088
2013,3,9,1.0220588445663452
2013,3,18,0.9637681245803832
2013,3,22,1.028735637664795
2013,3,12,1.0182926654815674
2013,3,16,1.01694917678833
2013,3,16,1.047945261001587
2013,3,15,1.0240963697433472
2013,3,21,0.9861111044883728
2013,3,13,0.9555555582046508
2013,3,16,1.0720338821411133
2013,3,5,0.9386503100395204
2013,3,11,0.8999999761581421
2013,3,12,1.1180124282836914
2013,3,9,1.2119204998016355
2013,3,5,0.9850746393203736
2013,3,8,0.952662706375122
2013,3,22,1.0387096405029297
2013,3,8,0.9726027250289916
2013,4,18,0.99481862783432
2013,4,4,0.9269663095474244
2013,4,15,1.0259740352630615
2013,4,20,0.948387086391449
2013,4,17,0.911764681339264
2013,4,8,0.9928571581840516
2013,4,23,1.0714285373687744
2013,4,25,0.9213483333587646
2013,4,1,0.9746192693710328
2013,4,29,1.078125
2013,4,10,1.0
2013,4,16,1.032467484474182
2013,4,20,0.9382022619247437
2013,4,25,1.014285683631897
2013,4,4,1.1682692766189575
2013,4,22,0.9411764740943908
2013,4,30,1.0395480394363403
2013,4,13,0.9754601120948792
2013,4,10,1.0535714626312256
2013,4,26,1.0802139043807983
2013,4,27,0.9177215099334716
2013,4,17,1.005917191505432
2013,4,15,1.080291986465454
2013,4,26,0.994709014892578
2013,4,3,1.0714285373687744
2013,4,24,0.97183096408844
2013,4,24,0.9923664331436156
2013,4,9,0.9375
2013,4,13,1.331395387649536
2013,4,19,1.0692307949066162
2013,4,30,1.0437955856323242
2013,4,17,1.0650887489318848
2013,4,9,1.0
2013,4,17,0.9144384860992432
2013,4,19,1.01630437374115
