ai_written,similarity_voc_simpson_index,similarity_voc_shannon_entropy,similarity_lex_avg_dependency_link_length,similarity_voc_type_token_ratio,similarity_voc_hapax_legomena,complexity,date
-0.7615334777743121,0.9070926317314035,-0.9263188902912534,1.1698000340386177,-0.23490090565060245,0.621239945122934,0.30738256299021993,2018-01-01
-0.7615334777743121,0.9070926317314035,-0.9263188902912534,1.1698000340386177,-0.23490090565060245,0.621239945122934,0.30738256299021993,2018-02-01
-0.7615334777743121,0.9070926317314035,-0.9263188902912534,1.1698000340386177,-0.23490090565060245,0.621239945122934,0.30738256299021993,2018-03-01
0.23362803496974657,0.9070926317314035,-0.9263188902912534,1.1698000340386177,-0.23490090565060245,0.621239945122934,0.30738256299021993,2018-04-01
-0.7615334777743121,0.9070926317314035,-0.9263188902912534,1.1698000340386177,-0.23490090565060245,0.621239945122934,0.30738256299021993,2018-05-01
-0.7615334777743121,1.1700564060558314,-0.8250798318638292,0.5763474532370645,-0.029712420752384235,0.7718000543696074,0.33268233220925797,2018-06-01
0.28778648464289264,0.30843484925332587,-0.9163835118504967,0.545164925579278,-0.3196135453377753,0.1721288718063693,-0.042053682109859776,2018-07-01
0.35084657853815737,0.5836455706137789,-0.945233285757821,0.6800456221519169,-0.3893922876334298,-0.4057602653592085,-0.09533892919695271,2018-08-01
-0.7615334777743121,0.6834849153618672,-1.0289963038479217,0.856683716630745,-0.17594774875724742,-0.10063645723889836,0.04691762442970895,2018-09-01
-0.7615334777743121,0.7428591687175421,-1.0526049156062287,1.0499081277368212,-0.028041612656596108,-0.006131641528788899,0.14119782533254993,2018-10-01
-0.7615334777743121,0.5310355287289107,-1.2163710643593428,1.1700080009939897,-0.2912442976580956,-0.26910408321228274,-0.015135183101364158,2018-11-01
-0.7615334777743121,-0.1302541897404548,-1.3637883861241606,1.1700080009939897,-0.3047607731354859,-0.3944991329188726,-0.20465889618499683,2018-12-01
-0.7615334777743121,-0.12410028047144128,-1.4349934845627519,1.1700080009939897,-0.2983734149828593,-0.037466662660076706,-0.1449851683366279,2019-01-01
0.30471100016575076,-0.2436147103533413,-1.410995612373675,1.1700080009939897,-0.47389900890728637,-0.15932199671482764,-0.2235646654710281,2019-02-01
1.138877624591139,-0.3866706583221553,-1.5147090993712624,1.1700080009939897,-0.5920344966378152,-0.2117047650524,-0.3070222036779286,2019-03-01
1.1043943586207978,-0.5352783742347575,-1.3882768039356674,1.1700080009939897,-0.7160511574849873,-0.20091329710841743,-0.33410232635396797,2019-04-01
-0.7615334777743121,-0.5360031306344271,-1.2087142834188007,1.1700080009939897,-0.675727955493944,0.03179274306475405,-0.2437289250976856,2019-05-01
-0.7615334777743121,-0.8010338102725418,-1.2617242826354196,1.1700080009939897,-0.7057914731797221,-0.011407829938679316,-0.32198987900647463,2019-06-01
1.2202656803669611,-0.7145780033648346,-1.1392544255232202,1.1700080009939897,-0.6751924572045307,-0.0264025944550036,-0.2770838959107199,2019-07-01
1.2592093319461564,-0.9254981742383173,-0.9144236606137726,2.042525984039921,-0.578934117356591,0.09515466529931127,-0.056235060573889696,2019-08-01
2.2175444412771084,-0.9486794414904083,-1.0248885787216275,1.8300420816974408,-0.3998090654674063,0.2278494256281981,-0.06309711567076064,2019-09-01
-0.7615334777743121,-0.7873298370240028,-0.8738586832751021,1.6714053595535765,-0.3470405616062029,-0.002926018761138241,-0.06794994822257389,2019-10-01
-0.7615334777743121,-0.6749657577527068,-0.46147343563676496,1.0631183590456428,-0.015311443898852101,0.22809832088636064,0.027893208528735912,2019-11-01
2.933078126425187,-0.7850711116059561,-0.6040128089263711,1.081338262184132,0.12602336259349337,0.3905765535482872,0.04177085155871711,2019-12-01
-0.7615334777743121,-0.7869085365011377,-0.35899640371608804,-0.03862755747623382,0.45779895807113713,0.8454040063907154,0.02373409335367862,2020-01-01
-0.7615334777743121,0.3383974892208842,0.17895392460588616,-0.6934851423093386,0.3218219830854519,0.27242899864781706,0.08362345065014014,2020-02-01
0.828673063208462,0.611024471139463,0.2184047892960799,-0.8539574663979562,0.0199965054386433,-0.17418477347962635,-0.03574329480067928,2020-03-01
-0.09856771355369999,0.4913450966208831,0.16618380333592653,-0.7756816674932189,-0.34844889074222263,-0.6773654326499585,-0.22879341818571808,2020-04-01
