year,week,similarity_voc_simpson_index,similarity_voc_shannon_entropy,similarity_lex_avg_dependency_link_length,similarity_voc_type_token_ratio,similarity_voc_hapax_legomena,ai_written,complexity
2018,1,2.9905085211037536,5.083811462206568,1.8076455443305137,3.03258826547853,4.061559144638767,-0.6073367517714655,3.3952225875516264
2018,2,-1.2284763155995875,1.5433250916999994,-0.10873214985123274,-0.05179220407753457,0.2672672503191185,-0.6073367517714655,0.08431833449815263
2018,3,-0.5018547757921236,0.9653690666864994,-1.3771362073313334,1.8580594282711627,1.5622342014095032,-0.6073367517714655,0.5013343426487417
2018,4,-0.6130247734166728,2.214485716660934,-0.13377730019520945,-1.1137854204714701,-1.1775569212202477,-0.6073367517714655,-0.1647317397285332
2018,5,0.26481109962624555,-0.21464407213710854,-0.08676367687864647,0.7562006841508842,0.7726518340174577,-0.6073367517714655,0.2984511737557665
2018,6,-0.0881146815715269,-0.47643668137020306,-1.3976904642765557,0.14521233860362032,0.021320604908933078,-0.6073367517714655,-0.3591417767411464
2018,7,-0.6575132274057834,0.6953128780826627,1.4560879058798957,-0.18231220532232814,-0.16520845490263963,-0.6073367517714655,0.22927337926636143
2018,8,-1.3953152150305737,-0.17559516829869712,0.5403603870540246,0.9337387055844681,0.9525565782067377,-0.6073367517714655,0.17114905750319193
2018,9,0.9995266492470057,0.8787229574081468,-0.9728148937831835,0.3475037889746382,0.05096539441083415,-0.6073367517714655,0.2607807792514883
2018,10,-1.4218950938225645,0.2914985856442474,2.826625734869309,0.7225333375024947,0.05651594640233357,-0.6073367517714655,0.49505570211916405
2018,11,-0.23528558358625073,1.0301832121430246,1.6270585317164958,0.4772689473557513,-0.5768913854451162,1.7255080334561028,0.46446674443678093
2018,12,1.201632537337132,1.0020666237309743,1.2270844368163987,0.7412899623660445,0.9375022780061596,1.6681429977537858,1.0219151676513418
2018,13,-0.6095183974902834,0.05035300302268045,1.4992560905020964,0.9491945059626925,0.6511189620126363,0.961073019087747,0.5080808328019645
2018,14,-0.5409775624183327,0.720795298444987,0.5581018987575241,0.021568362001906302,-0.1172655964094024,-0.6073367517714655,0.12844448007533646
2018,15,0.7729302415169287,0.15466459028064905,0.586911492418582,1.1366239944943537,0.35287386743892457,1.2811566457937087,0.6008008372298875
2018,16,-0.5403362697214388,1.815986468621399,0.7751879121525761,1.837267366214062,1.6972037363500267,-0.6073367517714655,1.117061842723325
2018,17,-0.5530463220367096,0.866802963069012,2.9942223079123598,0.8258734539018172,0.4330422125464011,-0.6073367517714655,0.9133789230785763
2018,18,0.19294958176904997,0.5303495020376275,0.6897605244424412,1.5144249427114516,1.0806158750567938,-0.6073367517714655,0.8016200852034728
2018,19,-0.47446741392251784,0.9902698380868836,-0.10659653795855252,1.4966878383800182,0.6717841518550728,3.1189522340282747,0.5155355752881808
2018,20,1.6168363819336342,1.6191770075613625,0.9179078216497489,2.901677254289649,2.5161368379387485,-0.6073367517714655,1.9143470606746287
2018,21,-0.005236934504385025,0.3122153365417004,-0.834019301055571,0.8115175405684635,0.6822108405342436,-0.6073367517714655,0.1933374964168903
2018,22,-0.9907706356056522,1.0060327075380997,2.6496948976203436,0.2872403119444282,-0.6705072559437805,-0.6073367517714655,0.45633800511068773
2018,23,-1.1095534270659992,-0.3847586300771898,-0.33337931852588215,-0.7431027885552782,-0.4227548263343754,-0.6073367517714655,-0.598709798111745
2018,24,1.39803852604067,1.3739113990831,0.1258307599586399,2.9753110463226444,3.3310744081032833,0.8851822237235917,1.8408332279016677
2018,25,0.6582017745929006,-0.2598917666943846,-0.019413726724247526,-0.4603736791075089,-0.5269612374074664,-0.6073367517714655,-0.12168772706814135
2018,26,0.5862789476352084,0.25091082002919285,-1.5323608610650041,0.0775234861964143,0.5127233744024814,-0.6073367517714655,-0.02098484656034143
2018,27,-0.09034997999248003,1.671923236498801,0.1486460759759022,1.871372097932726,1.8460108920041352,-0.6073367517714655,1.0895204644838168
2018,28,-1.1626237857348487,0.9365928529684395,0.42702309112519404,-0.40837586891612626,-1.713222057026769,-0.6073367517714655,-0.38412115351682213
2018,29,0.057696612909037666,0.5240892391500815,1.4575156956942499,1.4003448035329156,1.2062874238812633,1.464368691826151,0.9291867550335094
2018,30,0.831033570852794,1.4820737916011884,-1.030524713334726,1.980102060371531,1.37648909994513,-0.6073367517714655,0.9278347618871834
2018,31,-0.3969927064953391,-0.6775024121822201,-0.05084394163923559,0.38393391379302194,0.5350755307482299,-0.6073367517714655,-0.041265923155108575
2018,32,-0.749853332096325,1.182015348389341,1.3169339832765712,1.2588875343144466,1.7846012683250807,-0.6073367517714655,0.958516960441823
2018,33,1.5444736779639443,1.152198094540269,-0.3689538594252428,1.6214675556502252,1.6410037520002967,3.248337268257432,1.1180378441458985
2018,34,-0.17272969816183179,0.27700639813548855,-1.1319088839884635,1.4096965835042805,1.4496651837877463,1.6869486155184572,0.366345916655444
2018,35,0.7160468121914318,1.3048176095610022,1.86501396969911,0.7796754700076906,0.5755496116818098,0.877200838827896,1.0482206946282089
2018,36,-0.018324583808167982,0.7123905059806854,-0.8205762403212229,1.0812732066455868,1.840617174647346,-0.6073367517714655,0.5590760126288454
2018,37,1.406654480743504,1.4638813034200213,0.1032108946220309,3.561814147812162,3.3501650008324835,1.333981635935392,1.9771451654860404
2018,38,-0.8656782658401599,0.43258649440002717,1.501800170653184,1.821576969522122,2.0313704270458017,-0.6073367517714655,0.984331159156195
2018,39,-0.3588894863820644,-0.021834877981244838,0.6879256071678553,0.5946217812366338,0.9491437216194454,-0.6073367517714655,0.3701933491321251
2018,40,1.4256026970777602,1.1486425985560762,0.35823710843395334,0.2943529419742382,0.6924098089037072,1.361518066966695,0.783849030989147
2018,41,0.54153572101202,-0.0821476141328616,1.6221939436716246,-1.0059190534842335,0.032398655358041824,-0.6073367517714655,0.2216123304849183
2018,42,2.314268924399505,2.788535152962729,-0.43944061641688165,1.626078650715561,1.3616803032300693,-0.6073367517714655,1.5302244829781968
2018,43,1.3378557011989902,1.665910656620267,1.4434992637922053,2.0437896807928144,1.7462567836645697,1.464368691826151,1.6474624172137695
2018,44,-0.30510796351676645,0.7504151060207322,0.48187490598839894,1.1646189822370911,0.7749921705860414,1.2940915320784019,0.5733586402630995
2018,45,0.8131172231351926,1.6672404280105209,-0.4657666463818331,2.706894179521156,2.4628940555660623,1.3898469132794744,1.4368758479702197
2018,46,-0.2590759761506785,0.38800538762610515,-0.8671689114541612,1.8509455696152537,1.7771290608982722,-0.6073367517714655,0.5779670261069583
2018,47,0.8952140206897453,1.671712729528636,0.18745839810914763,1.4906101933724814,1.0734706983357065,1.3072048305877113,1.0636932080071433
2018,48,0.9571370098480244,0.853824548529926,-1.7890980864734671,1.6541521521667388,1.2183764845724123,-0.6073367517714655,0.5788784217287268
2018,49,1.959863126078074,3.4208140743658046,0.7230778588174684,2.0144594408492704,1.501351357605987,1.2070980811833099,1.923913171543321
2018,50,-1.1282531771499398,0.865682146159606,0.7263895292238713,0.7883727407898552,0.8496572309775858,-0.6073367517714655,0.4203696940001958
2018,51,-0.33918767574245706,-0.05579531186783196,-0.6240115376355918,0.8440763103264459,0.0510580984213665,-0.6073367517714655,-0.024772023299613664
2018,52,-0.3014234689098805,-0.302504075669591,-1.7531609101150047,-0.7089903365395138,-1.185257428719214,-0.6073367517714655,-0.8502672439906407
2019,1,0.6512044668657353,-1.7739198129268563,-2.065000650429017,-0.10562993096228067,0.8033498528405687,-0.6073367517714655,-0.4979992149223699
2019,2,-0.7965858360173674,0.659750632634336,-0.06645530114999787,-0.815822819033817,-1.0816562412198665,5.362739150208764,-0.4201539129573426
2019,3,1.4182791712917278,1.6786072346401966,-0.11938176186465461,0.6719559804553833,1.0635647183148143,1.9163771522474493,0.9426050685674934
